gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
SCF082_s251_g8498	A0ABP0LM70	A0ABP0LM70_9DINO	100.000	132	0	0	1	396	1	132	1.08e-77	235	399	132	99	HIGH	Alpha-amylase type B isozyme	TrEMBL
SCF082_s261_g8667	A0ABP0LSY8	A0ABP0LSY8_9DINO	100.000	405	0	0	1	1215	1	405	0.0	739	1305	434	93	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s276_g9042	A0ABP0NY51	A0ABP0NY51_9DINO	100.000	2118	0	0	1	6354	1	2118	0.0	4075	6357	2118	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s288_g9368	A0ABP0MDT5	A0ABP0MDT5_9DINO	100.000	648	0	0	1	1944	1	648	0.0	1299	1947	648	99	HIGH	DUF4953 domain-containing protein	TrEMBL
SCF082_s299_g9642	A0ABP0MIB5	A0ABP0MIB5_9DINO	100.000	1187	0	0	1	3561	1	1187	0.0	2308	3564	1187	99	HIGH	Probable outer membrane protein PmpA (Polymorphic membrane protein A)	TrEMBL
SCF082_s326_g10224	A0ABP0MZ80	A0ABP0MZ80_9DINO	100.000	396	0	0	1	1188	1	396	0.0	716	1191	396	99	HIGH	Autophagy-related protein 18a	TrEMBL
SCF082_s332_g10332	A0ABP0N2D4	A0ABP0N2D4_9DINO	100.000	407	0	0	1	1221	1	407	0.0	670	1224	407	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s339_g10468	A0ABP0N6W9	A0ABP0N6W9_9DINO	100.000	607	0	0	1	1821	1	607	0.0	1153	1824	607	99	HIGH	Zinc finger CCCH domain-containing protein 66 (AtC3H66)	TrEMBL
SCF082_s341_g10484	A0ABP0N754	A0ABP0N754_9DINO	100.000	1005	0	0	1	3015	1	1005	0.0	1901	3018	1005	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s359_g10915	A0ABP0NI07	A0ABP0NI07_9DINO	100.000	389	0	0	1	1167	1	389	0.0	753	1170	389	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s373_g11195	A0ABP0NRS5	A0ABP0NRS5_9DINO	100.000	228	0	0	1	684	1	228	2.03e-160	452	687	228	99	HIGH	Peptidyl-prolyl cis-trans isomerase A	TrEMBL
SCF082_s376_g11257	A0ABP0NTM7	A0ABP0NTM7_9DINO	100.000	3480	0	0	1	10440	1	3480	0.0	6776	10443	3480	99	HIGH	ANK_REP_REGION domain-containing protein	TrEMBL
SCF082_s431_g12349	A0ABP0KMZ8	A0ABP0KMZ8_9DINO	100.000	593	0	0	1	1779	1	593	0.0	1211	1782	593	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s432_g12367	A0ABP0PLK1	A0ABP0PLK1_9DINO	100.000	582	0	0	1	1746	1	582	0.0	1189	1749	582	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s449_g12827	A0ABP0PTP2	A0ABP0PTP2_9DINO	100.000	940	0	0	1	2820	1	940	0.0	1697	2823	940	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s453_g12897	A0ABP0IR55	A0ABP0IR55_9DINO	100.000	242	0	0	1	726	1	242	3.27e-131	379	729	242	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s458_g13019	A0ABP0PYJ2	A0ABP0PYJ2_9DINO	100.000	1283	0	0	1	3849	1	1283	0.0	2391	3852	1283	99	HIGH	Copia protein	TrEMBL
SCF082_s462_g13076	A0ABP0PI63	A0ABP0PI63_9DINO	100.000	145	0	0	1	435	1	145	2.97e-87	260	438	145	99	HIGH	Caskin-2	TrEMBL
SCF082_s462_g13086	A0ABP0MQN8	A0ABP0MQN8_9DINO	100.000	364	0	0	1	1092	1	364	0.0	756	1095	364	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s465_g13149	A0ABP0Q0N3	A0ABP0Q0N3_9DINO	100.000	364	0	0	1	1092	1	364	0.0	756	1095	364	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s467_g13174	A0ABP0PYG1	A0ABP0PYG1_9DINO	100.000	328	0	0	1	984	1	328	0.0	648	987	328	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s475_g13306	A0ABP0PZQ2	A0ABP0PZQ2_9DINO	100.000	599	0	0	1	1797	1	599	0.0	1079	1800	599	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s501_g13920	A0ABP0Q7N3	A0ABP0Q7N3_9DINO	100.000	895	0	0	1	2685	1	895	0.0	1755	2688	895	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s509_g14043	A0ABP0LX69	A0ABP0LX69_9DINO	100.000	286	0	0	1	858	10	295	1.53e-160	457	861	295	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s525_g14318	A0ABP0QCY8	A0ABP0QCY8_9DINO	100.000	337	0	0	1	1011	1	337	0.0	653	1014	337	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s530_g14445	A0ABP0SEI6	A0ABP0SEI6_9DINO	100.000	1039	0	0	1	3117	1	1039	0.0	1979	3153	1050	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s531_g14469	A0ABP0SEI6	A0ABP0SEI6_9DINO	100.000	1039	0	0	1	3117	1	1039	0.0	1979	3153	1050	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s533_g14498	A0ABP0QH99	A0ABP0QH99_9DINO	100.000	254	0	0	1	762	1	254	1.14e-171	483	765	254	99	HIGH	tRNA (Cytosine(34)-C(5))-methyltransferase	TrEMBL
SCF082_s546_g14778	A0ABP0QI71	A0ABP0QI71_9DINO	100.000	614	0	0	1	1842	1	614	0.0	1084	1845	614	99	HIGH	L type	TrEMBL
SCF082_s570_g15268	A0ABP0QS29	A0ABP0QS29_9DINO	100.000	230	0	0	76	765	26	255	4.07e-164	463	768	255	90	HIGH	Uncharacterized protein	TrEMBL
SCF082_s595_g15683	A0ABP0QVC2	A0ABP0QVC2_9DINO	100.000	126	0	0	1	378	1	126	7.61e-73	222	381	126	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s597_g15701	A0ABP0QUY4	A0ABP0QUY4_9DINO	100.000	1171	0	0	1	3513	1	1171	0.0	2378	3516	1171	99	HIGH	Ephrin_rec_like domain-containing protein	TrEMBL
SCF082_s603_g15791	A0ABP0QVC2	A0ABP0QVC2_9DINO	100.000	126	0	0	1	378	1	126	7.61e-73	222	381	126	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s604_g15813	A0ABP0I2G1	A0ABP0I2G1_9DINO	100.000	127	0	0	1	381	1	127	1.79e-68	211	384	127	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s616_g16019	A0ABP0QXL4	A0ABP0QXL4_9DINO	100.000	653	0	0	1	1959	1	653	0.0	1222	1962	653	99	HIGH	Protein MAK16-like A	TrEMBL
SCF082_s664_g16950	A0ABP0RBB3	A0ABP0RBB3_9DINO	100.000	1103	0	0	1	3309	1	1103	0.0	2225	3312	1103	99	HIGH	Protein MEI2-like 4 (AML4) (MEI2-like protein 4)	TrEMBL
SCF082_s665_g16972	A0ABP0HKH3	A0ABP0HKH3_9DINO	100.000	111	0	0	1	333	1	111	3.41e-52	169	336	111	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s668_g17023	A0ABP0RBT4	A0ABP0RBT4_9DINO	100.000	388	0	0	1	1164	1	388	0.0	787	1167	388	99	HIGH	Calpain-9 (Digestive tract-specific calpain) (New calpain 4) (NCL-4)	TrEMBL
SCF082_s669_g17043	A0ABP0R900	A0ABP0R900_9DINO	100.000	402	0	0	1	1206	1	402	0.0	816	1209	402	99	HIGH	Calpain-9 (Digestive tract-specific calpain) (New calpain 4) (NCL-4)	TrEMBL
SCF082_s679_g17238	A0ABP0RB55	A0ABP0RB55_9DINO	100.000	137	0	0	1	411	1	137	1.70e-98	288	414	137	99	HIGH	Cathepsin D	TrEMBL
SCF082_s701_g17647	A0ABP0REN0	A0ABP0REN0_9DINO	100.000	316	0	0	1	948	1	316	0.0	630	951	316	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s707_g17732	A0ABP0RGU8	A0ABP0RGU8_9DINO	100.000	287	0	0	145	1005	49	335	0.0	537	1008	335	85	HIGH	Hemicentin-1	TrEMBL
SCF082_s724_g17981	A0ABP0RIE9	A0ABP0RIE9_9DINO	100.000	1712	0	0	1	5136	1	1712	0.0	3388	5139	1712	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s758_g18490	A0ABP0RQK3	A0ABP0RQK3_9DINO	100.000	225	0	0	1	675	1	225	3.50e-113	332	678	225	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s767_g18644	A0ABP0SWM0	A0ABP0SWM0_9DINO	100.000	220	0	0	1	660	1	220	3.15e-131	377	663	220	99	HIGH	Electron-transferring-flavoprotein dehydrogenase	TrEMBL
SCF082_s785_g18881	A0ABP0HLR2	A0ABP0HLR2_9DINO	99.668	301	1	0	1	903	878	1178	0.0	639	909	1685	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s787_g18916	A0ABP0HLR2	A0ABP0HLR2_9DINO	99.668	301	1	0	1	903	878	1178	0.0	639	909	1685	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s790_g18954	A0ABP0RUN5	A0ABP0RUN5_9DINO	100.000	204	0	0	1	612	1	204	2.88e-118	343	615	204	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s796_g19089	A0ABP0R9P9	A0ABP0R9P9_9DINO	100.000	782	0	0	1	2346	1	782	0.0	1590	2349	782	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s838_g19720	A0ABP0S4I2	A0ABP0S4I2_9DINO	100.000	368	0	0	1	1104	1	368	0.0	685	1146	381	96	HIGH	Uncharacterized protein	TrEMBL
SCF082_s843_g19838	A0ABP0S5T8	A0ABP0S5T8_9DINO	100.000	902	0	0	1	2706	1	902	0.0	1764	2709	902	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s844_g19860	A0ABP0S5T8	A0ABP0S5T8_9DINO	100.000	902	0	0	1	2706	1	902	0.0	1764	2709	902	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s933_g21037	A0ABP0SJG8	A0ABP0SJG8_9DINO	100.000	541	0	0	1	1623	1	541	0.0	1084	1626	541	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s940_g21138	A0ABP0SK53	A0ABP0SK53_9DINO	100.000	688	0	0	1	2064	1	688	0.0	1345	2067	688	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s958_g21386	A0ABP0SN85	A0ABP0SN85_9DINO	100.000	703	0	0	1	2109	1	703	0.0	1171	2187	728	96	HIGH	Voltage-dependent T-type calcium channel subunit alpha-1G (Voltage-gated calcium channel subunit alpha Cav3.1)	TrEMBL
SCF082_s989_g21774	A0ABP0QUF6	A0ABP0QUF6_9DINO	100.000	151	0	0	1	453	1	151	1.70e-95	281	456	151	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s995_g21859	A0ABP0SL03	A0ABP0SL03_9DINO	100.000	224	0	0	1	672	33	256	6.15e-166	467	675	256	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s997_g21874	A0ABP0ST00	A0ABP0ST00_9DINO	100.000	193	0	0	1	579	1	193	9.87e-130	373	630	209	92	HIGH	Serine/threonine-protein kinase fhkA	TrEMBL
SCF082_s997_g21893	A0ABP0SL03	A0ABP0SL03_9DINO	100.000	224	0	0	1	672	33	256	6.15e-166	467	675	256	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1047_g22549	A0ABP0HCL7	A0ABP0HCL7_9DINO	100.000	676	0	0	1	2028	1	676	0.0	1291	2031	676	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1048_g22567	A0ABP0HFC6	A0ABP0HFC6_9DINO	100.000	2937	0	0	1	8811	1	2937	0.0	5730	8814	2937	99	HIGH	Acyl-CoA-binding domain-containing protein 2	TrEMBL
SCF082_s1062_g22726	A0ABP0HGQ5	A0ABP0HGQ5_9DINO	100.000	108	0	0	1	324	1	108	3.57e-69	211	327	108	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1147_g23818	A0ABP0HT76	A0ABP0HT76_9DINO	100.000	648	0	0	1	1944	1	648	0.0	1259	1947	648	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1153_g23882	A0ABP0NX03	A0ABP0NX03_9DINO	100.000	262	0	0	1	786	1	262	0.0	634	810	1164	97	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1190_g24347	A0ABP0HYA6	A0ABP0HYA6_9DINO	100.000	1117	0	0	1	3351	1	1117	0.0	2149	3354	1117	99	HIGH	Soluble TNF receptor II (Cytokine response-modifying protein B)	TrEMBL
SCF082_s1210_g24602	A0ABP0HZY5	A0ABP0HZY5_9DINO	100.000	138	0	0	67	480	23	160	3.59e-96	284	483	160	86	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1243_g24969	A0ABP0I3K0	A0ABP0I3K0_9DINO	100.000	553	0	0	1	1659	1	553	0.0	1076	1661	553	99	HIGH	Chloroplastic (Fragment)	TrEMBL
SCF082_s1276_g25323	A0ABP0LQK7	A0ABP0LQK7_9DINO	100.000	799	0	0	1732	4128	56	854	0.0	1315	4131	854	58	MEDIUM	Uncharacterized protein	TrEMBL
SCF082_s1281_g25388	A0ABP0IBG2	A0ABP0IBG2_9DINO	100.000	1428	0	0	1	4284	1	1428	0.0	2819	4287	1428	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1308_g25717	A0ABP0L1L6	A0ABP0L1L6_9DINO	100.000	585	0	0	1	1755	1	585	0.0	1092	1758	585	99	HIGH	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)	TrEMBL
SCF082_s1354_g26226	A0ABP0IGP2	A0ABP0IGP2_9DINO	100.000	525	0	0	1	1575	1	525	0.0	1017	1617	538	97	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1377_g26450	A0ABP0IMZ3	A0ABP0IMZ3_9DINO	100.000	551	0	0	1	1653	1	551	0.0	1130	1656	551	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1379_g26480	A0ABP0INB9	A0ABP0INB9_9DINO	100.000	551	0	0	1	1653	1	551	0.0	1130	1656	551	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1396_g26611	A0ABP0ILE4	A0ABP0ILE4_9DINO	100.000	512	0	0	46	1581	16	527	0.0	952	1584	527	97	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1403_g26653	A0ABP0IMC8	A0ABP0IMC8_9DINO	100.000	626	0	0	1	1878	1	626	0.0	1254	1881	626	99	HIGH	Voltage-dependent T-type calcium channel subunit alpha-1H	TrEMBL
SCF082_s1454_g27185	A0ABP0IUR4	A0ABP0IUR4_9DINO	100.000	214	0	0	1	642	1	214	2.07e-133	382	645	214	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1529_g27954	A0ABP0SJH7	A0ABP0SJH7_9DINO	100.000	588	0	0	1	1764	333	920	0.0	1225	1776	1397	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s1540_g28048	A0ABP0S5I0	A0ABP0S5I0_9DINO	100.000	178	0	0	1	534	1	178	9.83e-98	290	582	193	92	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1548_g28140	A0ABP0J676	A0ABP0J676_9DINO	100.000	243	0	0	1	729	1	243	0.0	506	732	243	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s1640_g28950	A0ABP0JGI7	A0ABP0JGI7_9DINO	100.000	346	0	0	1	1038	1	346	0.0	630	1041	346	99	HIGH	S4 RNA-binding domain-containing protein	TrEMBL
SCF082_s1669_g29174	A0ABP0HJ11	A0ABP0HJ11_9DINO	100.000	859	0	0	1	2577	1	859	0.0	1732	2580	859	99	HIGH	Peptide deformylase	TrEMBL
SCF082_s1725_g29635	A0ABP0JPD7	A0ABP0JPD7_9DINO	100.000	851	0	0	1	2553	1	851	0.0	1609	2556	851	99	HIGH	Potassium channel GORK (Fragment)	TrEMBL
SCF082_s1752_g29894	A0ABP0Q1V3	A0ABP0Q1V3_9DINO	100.000	411	0	0	1	1233	1	411	0.0	804	1236	411	99	HIGH	Tubulin polyglutamylase TTLL1	TrEMBL
SCF082_s2017_g32035	A0ABP0KG01	A0ABP0KG01_9DINO	100.000	576	0	0	1	1728	1	576	0.0	1136	1731	576	99	HIGH	Ribosomal large subunit pseudouridine synthase D	TrEMBL
SCF082_s2087_g32565	A0ABP0KNR2	A0ABP0KNR2_9DINO	100.000	156	0	0	1	468	1	156	7.17e-91	270	471	156	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2106_g32681	A0ABP0KNR2	A0ABP0KNR2_9DINO	100.000	156	0	0	1	468	1	156	7.17e-91	270	471	156	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2137_g32912	A0ABP0KRC3	A0ABP0KRC3_9DINO	100.000	1073	0	0	1	3219	1	1073	0.0	2038	3222	1073	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2217_g33433	A0ABP0L010	A0ABP0L010_9DINO	100.000	890	0	0	1	2670	1	890	0.0	1727	2673	890	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2350_g34377	A0ABP0T1U6	A0ABP0T1U6_9DINO	100.000	239	0	0	1	717	1	239	2.14e-118	347	720	239	99	HIGH	EF-hand domain-containing protein	TrEMBL
SCF082_s2388_g34674	A0ABP0LCI3	A0ABP0LCI3_9DINO	100.000	565	0	0	1	1695	1	565	0.0	1085	1695	565	100	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s2451_g35100	A0ABP0LG36	A0ABP0LG36_9DINO	100.000	368	0	0	1	1104	1	368	0.0	724	1107	368	99	HIGH	Leucine-rich repeat protein SHOC-2	TrEMBL
SCF082_s2452_g35104	A0ABP0LG30	A0ABP0LG30_9DINO	100.000	555	0	0	1	1665	1	555	0.0	811	1668	555	99	HIGH	Leucine-rich repeat protein SHOC-2	TrEMBL
SCF082_s2452_g35105	A0ABP0PQV2	A0ABP0PQV2_9DINO	100.000	351	0	0	1	1053	13	363	0.0	689	1056	363	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2467_g35203	A0ABP0LHD7	A0ABP0LHD7_9DINO	100.000	902	0	0	1	2706	1	902	0.0	1765	2709	902	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2522_g35522	A0ABP0LLJ4	A0ABP0LLJ4_9DINO	100.000	376	0	0	1	1128	1	376	0.0	768	1131	376	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2523_g35529	A0ABP0LLI7	A0ABP0LLI7_9DINO	100.000	353	0	0	1	1059	1	353	0.0	724	1062	353	99	HIGH	Glutathione S-transferase 1	TrEMBL
SCF082_s2572_g35847	A0ABP0LRR4	A0ABP0LRR4_9DINO	100.000	214	0	0	1	642	1	214	1.78e-158	446	645	214	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2702_g36613	A0ABP0LZI7	A0ABP0LZI7_9DINO	100.000	1453	0	0	112	4470	38	1490	0.0	2606	4473	1490	97	HIGH	Galactosylceramidase (Fragment)	TrEMBL
SCF082_s2705_g36622	A0ABP0M0V3	A0ABP0M0V3_9DINO	100.000	387	0	0	1	1161	1	387	0.0	726	1163	388	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s2714_g36669	A0ABP0M3P6	A0ABP0M3P6_9DINO	100.000	896	0	0	1	2688	1	896	0.0	1521	2691	896	99	HIGH	Sodium channel protein 60E (Drosophila ion channel 60) (Drosophila sodium channel 1) (Protein smell-impaired 60E) (Sodium channel 2) (DmNav2)	TrEMBL
SCF082_s2714_g36670	A0ABP0M1I1	A0ABP0M1I1_9DINO	100.000	713	0	0	1	2139	1	713	0.0	1431	2142	713	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2758_g36991	A0ABP0M337	A0ABP0M337_9DINO	100.000	196	0	0	1	588	1	196	1.13e-127	367	591	196	99	HIGH	Rhamnose biosynthetic enzyme 1	TrEMBL
SCF082_s2878_g37662	A0ABP0MFD3	A0ABP0MFD3_9DINO	100.000	250	0	0	1	750	1	250	0.0	521	753	250	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s2970_g38094	A0ABP0MI16	A0ABP0MI16_9DINO	100.000	330	0	0	1	990	1	330	0.0	644	993	330	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3046_g38510	A0ABP0MMR5	A0ABP0MMR5_9DINO	100.000	393	0	0	1	1179	1	393	0.0	803	1182	393	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3076_g38680	A0ABP0MNG9	A0ABP0MNG9_9DINO	100.000	216	0	0	1	648	1	216	3.84e-118	348	804	267	81	HIGH	Retrovirus-related Pol polyprotein from transposon TNT 1-94	TrEMBL
SCF082_s3112_g38834	A0ABP0MQW2	A0ABP0MQW2_9DINO	100.000	98	0	0	1	294	1	98	4.05e-53	170	297	98	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3197_g39202	A0ABP0MVK5	A0ABP0MVK5_9DINO	100.000	669	0	0	1	2007	1	669	0.0	1291	2010	669	99	HIGH	Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Fragment)	TrEMBL
SCF082_s3228_g39369	A0ABP0RXI9	A0ABP0RXI9_9DINO	100.000	390	0	0	1	1170	1	390	0.0	629	2604	867	55	MEDIUM	Reticulocyte-binding protein 2 homolog a	TrEMBL
SCF082_s3231_g39380	A0ABP0MYS9	A0ABP0MYS9_9DINO	100.000	592	0	0	1	1776	1	592	0.0	1192	1779	592	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3404_g40123	A0ABP0N709	A0ABP0N709_9DINO	100.000	495	0	0	1	1485	1	495	0.0	897	1488	495	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3482_g40434	A0ABP0NBU7	A0ABP0NBU7_9DINO	100.000	934	0	0	1	2802	1	934	0.0	1759	2805	934	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s3531_g40619	A0ABP0NEP4	A0ABP0NEP4_9DINO	100.000	606	0	0	1	1818	1	606	0.0	1159	1821	606	99	HIGH	Voltage-dependent N-type calcium channel subunit alpha-1B (Fragment)	TrEMBL
SCF082_s3687_g41185	A0ABP0NPH6	A0ABP0NPH6_9DINO	100.000	567	0	0	1	1701	1	567	0.0	1168	1704	567	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3688_g41187	A0ABP0NNX0	A0ABP0NNX0_9DINO	100.000	567	0	0	1	1701	1	567	0.0	1167	1704	567	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3718_g41285	A0ABP0NUG1	A0ABP0NUG1_9DINO	100.000	200	0	0	1	600	1	200	4.45e-146	413	603	200	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s3763_g41419	A0ABP0IYE3	A0ABP0IYE3_9DINO	100.000	509	0	0	1	1527	1	509	0.0	929	1566	521	98	HIGH	Uncharacterized protein	TrEMBL
SCF082_s4170_g42371	A0ABP0K2T4	A0ABP0K2T4_9DINO	100.000	185	0	0	1	555	1	185	8.97e-116	335	558	185	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s4227_g42502	A0ABP0PJ80	A0ABP0PJ80_9DINO	100.000	346	0	0	1	1038	1	346	0.0	712	1041	346	99	HIGH	Membrane protein	TrEMBL
SCF082_s4826_g43566	A0ABP0Q431	A0ABP0Q431_9DINO	100.000	120	0	0	1	360	1	120	3.96e-79	238	363	120	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s5541_g44494	A0ABP0QKT2	A0ABP0QKT2_9DINO	100.000	860	0	0	1	2580	1	860	0.0	1567	2583	860	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s6053_g44950	A0ABP0QY57	A0ABP0QY57_9DINO	100.000	142	0	0	1	426	1	142	6.40e-59	190	492	163	87	HIGH	C3H1-type domain-containing protein	TrEMBL
SCF082_s7745_g46314	A0ABP0RW50	A0ABP0RW50_9DINO	100.000	310	0	0	1	930	1	310	0.0	565	931	310	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s8246_g46612	A0ABP0S2B2	A0ABP0S2B2_9DINO	100.000	730	0	0	1	2190	1	730	0.0	1412	2190	730	100	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s8250_g46618	A0ABP0S294	A0ABP0S294_9DINO	100.000	502	0	0	1	1506	1	502	0.0	911	1509	502	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s8366_g46675	A0ABP0S4D7	A0ABP0S4D7_9DINO	100.000	126	0	0	1	378	1	126	4.88e-78	235	379	126	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s8376_g46681	A0ABP0S4I3	A0ABP0S4I3_9DINO	100.000	645	0	0	1	1935	1	645	0.0	1105	1938	645	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s12887_g48727	A0ABP0IAB3	A0ABP0IAB3_9DINO	100.000	361	0	0	1	1083	1	361	0.0	721	1086	361	99	HIGH	Lipase_3 domain-containing protein (Fragment)	TrEMBL
SCF082_s21136_g51270	A0ABP0KQM1	A0ABP0KQM1_9DINO	100.000	134	0	0	1	402	1	134	9.54e-96	281	405	134	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s21148_g51273	A0ABP0KQM1	A0ABP0KQM1_9DINO	100.000	134	0	0	1	402	1	134	9.54e-96	281	405	134	99	HIGH	Uncharacterized protein (Fragment)	TrEMBL
SCF082_s32311_g52799	A0ABP0MXF5	A0ABP0MXF5_9DINO	100.000	131	0	0	1	393	1	131	4.71e-87	258	396	131	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s35172_g53042	A0ABP0NGF5	A0ABP0NGF5_9DINO	100.000	153	0	0	1	459	1	153	9.53e-108	313	462	153	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s37838_g53214	A0ABP0NTX3	A0ABP0NTX3_9DINO	100.000	294	0	0	1	882	1	294	0.0	532	882	294	100	HIGH	Non-symbiotic hemoglobin 2 (BRAna GLB2) (Hb2) (Fragment)	TrEMBL
SCF082_s41815_g53418	A0ABP0PDL9	A0ABP0PDL9_9DINO	100.000	268	0	0	1	804	1	268	1.95e-158	450	804	268	100	HIGH	Uncharacterized protein (Fragment)	TrEMBL
